source,target,annotator,id,Cohesion_value,Informativeness_value,source_file,total_score
"It might not be for more than a year. Even without that information, the government is coming up with ideas to help protect the animals. These include planting new trees. There may also be some logging. The idea is to save certain species from being wiped out.", They had to obtain permission from the local community to plant trees and log,Annotator2,6-68,cohesive,Level_1,Batch6_Annotations.csv,
"Hitler's Germany killed between 250,000 and 500,000 Roma. But the hate hardly ended after World War II. Romani Rose is head of a Roma group in Germany. He said hate toward Roma people remains widespread there. His people still suffer unfair and insulting treatment, he said.", They suffer unfair and insulting treatment,Annotator2,6-69,incohesive,,Batch6_Annotations.csv,
"Philadelphia is the poorest of the 10 biggest U.S. cities. It also has a high amount of smoking for a big city, according to a health department report. In Philadelphia, smoking is more common among the poor than people who aren't poor, said Giridhar Mallya. He works for the Philadelphia Department of Public Health. Being poor can be very hard on a person's mind.", Being poor can lead to stress and anxiety,Annotator2,6-70,cohesive,Level_2,Batch6_Annotations.csv,
People can even see them from above. SeaWorld will also study orcas in the ocean. It will have a team of scientists. The scientists will watch over SeaWorld's orcas. They will see if the orcas are happy.,"PETA believes that orcas should not be treated like this. It is not acceptable to have teams of scientists who are interested in the well-being of orcas. Therefore, PETA opposes the involvement of such scientists.",Annotator2,6-71,incohesive,,Batch6_Annotations.csv,
"The U.S. is handling the situation with immigrant children today just like it did for the kids at Vincennes. It's just happening in a much larger way. U.S. law protects people who have been mistreated, but it is not perfect. President Obama is trying to protect these children as best he can. People afraid of being hurt can ask for protection in the U.S.", You must be at least 16 years old,Annotator2,6-72,incohesive,,Batch6_Annotations.csv,
"DAVIE, Richie Incognito and Jonathan Martin played on the offensive line for the Miami Dolphins. They were teammates. But that did not mean the football players got along. People who know Martin say that Incognito bullied the younger player. Dolphins coach Joe Philbin suspended Incognito from the team.", Bullying is a form of aggressive behavior that can have serious consequences for both the victim and the bully,Annotator2,6-73,cohesive,Level_2,Batch6_Annotations.csv,
"Since the Aug. 9 shooting death of Michael Brown, the nation and the world have seen the angry protests in Ferguson, Missouri. People protesting want answers about how this young man died. They question the fairness of our police. I'm the top law enforcement officer and lawyer for the government. I run the Justice Department.", Increase police presence in Ferguson to prevent future violence,Annotator2,6-74,incohesive,,Batch6_Annotations.csv,
"It wants it done within the next 12 months. The metal suit the Army wants would certainly be awe-inspiring. Bullets would bounce off it harmlessly. It would be able to download live video. These would come from remote-controlled airplanes, or drones, flying overhead.", Drones can monitor battlefields to provide real-time data,Annotator2,6-75,cohesive,Level_2,Batch6_Annotations.csv,
"Portsmouth helped turn the small island of Britain into a naval power. England once ruled an empire all over the world because of its navy. Portsmouth has been important to English rulers since the 13th century. In 1511, shipbuilders there launched Henry VIII's ship Mary Rose. The ship was one of the first war vessels able to fire a broadside.", It allows a ship to attack many ships at once.,Annotator2,6-76,cohesive,Level_2,Batch6_Annotations.csv,
"The best hope now, Theison said, is using semen from wild elephants in Africa. Once collected, it can be sent to zoos all over the world. Theison said he hopes to pair a 14-year-old female with a possible mate this year. At his zoo, elephants roam over a huge amount of land. Few visitors bother them.", Elephants are social animals and usually live in herds,Annotator2,6-77,cohesive,Level_1,Batch6_Annotations.csv,
Now the city's new school week is mixed up. No two days in a row end at the same time. And moms and dads feel cheated. Many have arranged their workweeks to spend Wednesdays with their kids. Some children do attend church school.," Yes, because it allows parents to spend more time with their kids and also gives them a chance to practice their religious beliefs.",Annotator2,6-78,cohesive,Level_2,Batch6_Annotations.csv,
"To do this, they look at the DNA of living species, or types, of big cat. The DNA studies show various things. Big cats split off from other cats about 11 million years ago. Then about 6 million years ago another big change occurred. Big cats split into several different species.", Leopards,Annotator2,6-79,incohesive,,Batch6_Annotations.csv,
"Then about 6 million years ago another big change occurred. Big cats split into several different species. They became lions, tigers, jaguars and leopards. But there's a problem: What scientists find by looking at big cat DNA doesn't agree with what the fossils tell them. Scientists are hoping to figure out where big cats first appeared.", The problem is that the DNA found in big cats doesn't align with the fossils found in the same species,Annotator2,6-80,cohesive,Level_1,Batch6_Annotations.csv,
"He works at New York's American Museum of Natural History. The newly found cat is probably part of a separate branch of the cat family, said Tseng. The modern snow leopard is most likely part of the same branch. Both are able to live high in the Tibetan mountains. Big cats present serious problems for paleontologists.",New types of animals are still being discovered in the museum.,Annotator2,6-81,cohesive,Level_1,Batch6_Annotations.csv,
"It was his first real experience with the wilderness. Twenty-six students from different backgrounds took part in the program. The program is based at the University of Washington. Its goal is to get people of different races and family backgrounds to work in conservation. Okwu, for instance, is black.", They protect wild animals and plants,Annotator2,6-82,cohesive,Level_2,Batch6_Annotations.csv,
"This is why the doctors at the American Academy of Pediatrics are now saying that school should start later. Imagine a school that starts at 8 a.m. every morning. If it started at 9 a.m. instead, students could get an extra hour of sleep each night. This could help students feel rested. It may have other benefits as well."," Students could get more sleep, which is good for their health",Annotator2,6-83,cohesive,Level_2,Batch6_Annotations.csv,
"We're in love with this organism, McKay said. ""It's the closest thing we have to Martians."" The scientists planned to load bits of the bacteria into a DNA sequencer. This sequencer will show them the order of four repeating nucleotides, or chemical ""letters,"" found in the bacteria. That order or sequence of ""letters"" makes up the bacteria's DNA.",The DNA is the sequence of the four repeating nucleotides.,Annotator2,6-84,cohesive,Level_1,Batch6_Annotations.csv,
"Putin didn't care. Russia also captured a Lithuanian fishing ship. Russia claimed that it had sailed into Russian waters. Even more troubling, Russia asked Lithuania to send 1,500 people who used to be Soviet citizens to Russia. Supposedly, they hadn't joined the military when they were young men in the Soviet Union."," Yes, the situation with Russia has improved",Annotator2,6-85,incohesive,,Batch6_Annotations.csv,
Obama mentioned the pope's words. But he also spoke about his own personal story. He was once a young boy with a mother who struggled to make ends meet. Obama told a story about a child's chances in the United States. He talked about a child born into one of the poorest families in America., The child is more likely to grow up in poverty,Annotator2,6-86,cohesive,Level_2,Batch6_Annotations.csv,
"Cave paintings in Indonesia are much older than anyone thought. Archaeologists have discovered that the paintings date back 40,000 years. They were able to prove that art did not begin only in Europe. The paintings were first found in caves on Sulawesi in the 1950s. Sulawesi is an island in the Southwest Asian country of Indonesia.", They depict animals and human figures,Annotator2,6-87,cohesive,Level_1,Batch6_Annotations.csv,
"A little more than a day after Michael Brown was killed, the peacemakers arrived. Brown was a black teenager without a weapon who was shot by a white police officer. He was killed in August in Ferguson, Missouri, near St. Louis. The shooting set off nearly nightly protests and violence. The black community felt that Brown wouldn't have been killed if he was white.", The police,Annotator2,6-88,incohesive,,Batch6_Annotations.csv,
They carry large backpacks. Their hot breath is not good for the paintings. Chinese and American scientists have been working together to protect the caves for more than 20 years. They made a long-term plan to protect these caves. The first step is to examine the caves closely., They want to protect the caves,Annotator2,6-89,cohesive,Level_1,Batch6_Annotations.csv,
"And Apple did not do enough to make it clear that their children were buying gems, coins or treats. Parents also did not know that entering their password started a 15-minute clock. During this time, kids could buy things without having to enter the password again. Apple also agreed to change the way it bills customers. It will let people know when someone buys something on a game or app.",?,Annotator2,6-90,incohesive,,Batch6_Annotations.csv,
"Often, such instruments can only be repaired with hard-to-find materials from overseas. String instruments, like violins, violas and cellos, are tricky. They are some of the hardest instruments to keep in good working order. Before Cuba's 1959 revolution, many musicians played string instruments made in Europe. After the revolution, Cuba was cut off from doing business with many other countries.", Many musicians lost their jobs because the government stopped buying instruments made in Europe,Annotator2,6-91,cohesive,Level_2,Batch6_Annotations.csv,
"States will have to deal with that. The Asian-American newcomers also mean new voters in the South. Almost three times as many Asian-Americans voted in Virginia in 2012, compared with 2004. There are many reasons for the population shift. Many different groups of Asian-Americans are moving to the South."," East Asian, 2",Annotator2,6-92,incohesive,,Batch6_Annotations.csv,
"They only made $27 more than what the city spent to put them on the streets. The Pasadena meters did not cost the city money. They were designed by college students. They were paid for by money that companies gave to the city, Huang said. City leaders say the money collected by the meters might help in finding people homes.", It has been very helpful,Annotator2,6-93,cohesive,Level_1,Batch6_Annotations.csv,
"Ebola was too serious to trust people to quarantine themselves, said New York Governor Andrew M. Cuomo. Spencer worked in Africa with the aid group Doctors Without Borders. He called the group on Thursday to report that he had a fever. City officials said Spencer did not have signs of Ebola until Thursday morning. He was not contagious when he was out in the city earlier in the week.", He could not spread the disease to others,Annotator2,6-94,cohesive,Level_2,Batch6_Annotations.csv,
"They will last the tortoise's whole life. A tortoise can live 160 years. ""It's heartbreaking that it's come to this. But it's the right thing to do,"" Gibbons said. He is in charge of the Turtle Conservancy in California.", A place where animals live,Annotator2,6-95,cohesive,Level_1,Batch6_Annotations.csv,
Marcie was also confused. The story she read said Florida needs more bees. Many bees have gotten sick. Some have died in bad weather. Other bees have been killed by accident.,80% of Florida's bee population is dead.,Annotator2,6-96,cohesive,Level_2,Batch6_Annotations.csv,
"This year, there are 46,885 nests. Anne Meylan is a scientist. ""We do not know why the numbers went down. And we do not know why they are coming back,"" she said. In the early 2000s, many turtles were being killed.", The number of nests has decreased,Annotator2,6-97,cohesive,Level_1,Batch6_Annotations.csv,
Hunting is supposed to give the animals a chance. Pacelle is working with a group called Mainers for Fair Bear Hunting. They are leading the fight to change the hunting rules. On the other side is a group called Save Maine's Bear Hunt. It is fighting to keep the old ways of hunting.,"The fighting for the cause is successful if the outcome leads to positive changes for the animals and the community. The groups need to define what success means for them.""",Annotator2,6-98,cohesive,Level_2,Batch6_Annotations.csv,
"It is never too late to do the right thing, Obama said. Cushing fought for the North. He died at age 22 during the Battle of Gettysburg in Pennsylvania. Cushing was hit twice. However, he refused to leave his cannon.", His cannon was a symbol of his commitment to the Union and to the fight for the right to bear arms,Annotator2,6-99,cohesive,Level_2,Batch6_Annotations.csv,
"The tropics do not have seasons like fall and spring. Year-round direct sunlight keeps the climate steadily warm. The study shows that the tropics have helped other parts of the world get a wider range of living creatures. An ecosystem includes all living and non-living things existing together in a certain place. For example, a desert is an ecosystem.", Cacti and dunes are parts of the desert ecosystem,Annotator2,6-100,cohesive,Level_2,Batch6_Annotations.csv,
"Finn came up with a different explanation: Students cannot hide in the back of the classroom in smaller classes. They behave better and are more involved. He saw the change himself visiting classrooms in Buffalo, New York. Smaller, quieter classes may have their biggest effect on kids who do not pay attention and try to avoid looking the teacher in the eye. That's because they cannot hide.",the classroom?,Annotator3,6-1,incohesive,,Batch6_Annotations.csv,
Advertising planes tow banners that tell people about events or products to buy. Disney had been trying to stop the ad planes for years. Michael P. Huerta is the leader of the FAA. Huerta told Congress that he would like to end the no-fly zones over Disney. Defenders of the no-fly zones say the Disney parks deserve special protection., They want to protect the unique atmosphere of Disney parks,Annotator3,6-2,cohesive,Level_3,Batch6_Annotations.csv,
"In the books, teens fight against the harsh leadership of the nation Panem. They hold up three fingers to protest against it. The books and the movies are very popular. Thailand was hit by protests in 2013. Some protesters said the government was dishonest and should go."," Some thought the government was dishonest, others supported the government",Annotator3,6-3,cohesive,Level_1,Batch6_Annotations.csv,
"People listen to her, said Pastor Henry Logan, who has been working with her since August. ""She does it one meal at a time."" Last Monday, violent protests broke out again in Ferguson. A grand jury decided not to charge the officer who shot Brown. A grand jury is made up of a group of people.",a grand jury can decide whether a person should be charged with a crime based on the evidence presented to them and their own experiences and observations.,Annotator3,6-4,cohesive,Level_2,Batch6_Annotations.csv,
"He wrote some harsh things about California's Native Americans. He said they had no place in the Sierra wilderness. Laura Pulido is a professor at USC. ""He was a man of his times,"" she said. Many people in his time had prejudices.", Assumptions about a person or group based on certain characteristics,Annotator3,6-5,incohesive,,Batch6_Annotations.csv,
He and his team named her Lucy after a song by the Beatles. The song played over and over the night her bones were found. Johanson is now the head of the Institute of Human Origins at Arizona State University. He spoke about how Lucy's discovery changed what scientists thought about early humans. He also discussed what he hopes to find next.," Johanson discovered Lucy, a new species of hominin, which surprised many scientists",Annotator3,6-6,cohesive,Level_1,Batch6_Annotations.csv,
"Russian reporters asked if she was taking makeup with her to space. They also asked how she would wear her hair. Serova ignored the makeup question. As for her hair, she said: ""Why don't you ask the question about Alexander's hair?"" Crewmate Alexander Samokutyaev was seated next to her.", She ignored the makeup question,Annotator3,6-7,incohesive,,Batch6_Annotations.csv,
"About 1,177 of those were on a battleship that was sunk in the attack. Nine of the survivors of the battleship attack are alive. Four of them came together again in Hawaii. Every year on the day of the attack, the men gather in Pearl Harbor. They come to mark the event.", To remember the past and honor the fallen,Annotator3,6-8,incohesive,,Batch6_Annotations.csv,
"One official said that people agreed to leave and were given plenty of time. She said many were moved to new housing. Others got money from the city to leave their homes, she added. However, many deny those claims. They say the people of Favela do Metro were given very little time to leave.", They were given a limited time to leave,Annotator3,6-9,incohesive,,Batch6_Annotations.csv,
"Many ag-tech companies are creating technology to make farming easier. They have built robots to cut lettuce. They have made computer software that can figure out how much grass to grow for cows to eat. Others companies are using technology to make products that taste like meat, cheese and eggs. Yet they are made from plants.", They reduce meat consumption and thus help control the population,Annotator3,6-10,incohesive,,Batch6_Annotations.csv,
"Gross, who is 65 years old, has already been sent home. Cuba and the United States spoke secretly for a year about freeing him. Gross' family in Maryland said he is in bad health. He is weak and can barely walk. In Cuba, he had refused medical care, food and visits from American officials.", He was protesting against the restrictions on Cuba's medical assistance and food supplies,Annotator3,6-11,cohesive,Level_3,Batch6_Annotations.csv,
"Ma is one of China's best known environmental experts. He helped make the app. Ma said the problem is that the government does not force companies to follow the law. In China, there is no democracy. The government is not elected by the people.", The government controls the courts,Annotator3,6-12,cohesive,Level_1,Batch6_Annotations.csv,
"Many doctors and nurses are afraid of getting Ebola. This fear is keeping many of them away. Too few of them are coming to care for patients, the WHO said. People who come down with Ebola run a fever. They feel weak and have muscle pain and headaches.","Ebola can cause severe fever, weakness, severe headaches, and loss of body strength. It can lead to death. It can also spread through blood, bodily fluids, and through close contact with infected individuals. It is a very dangerous virus.",Annotator3,6-13,cohesive,Level_3,Batch6_Annotations.csv,
"That's when I learned I was never going to write a real novel because I could not think that way."" The Nobel Pirze is 112 years old. Munro is the 13th female literature winner. Munro grew up in Wingham, a traditional Canadian town west of Toronto. She tended to write about her experience there and her life after the social revolution of the 1960s.",1960s in Canada?,Annotator3,6-14,incohesive,,Batch6_Annotations.csv,
"The rash then begins to spread. Other symptoms are fever, red eyes and a runny nose. Measles can cause serious problems. Measles is spread by coughing and sneezing. It is very contagious.", A disease that spreads easily from person to person,Annotator3,6-15,incohesive,,Batch6_Annotations.csv,
"Suddenly, that has all changed. In January, U.S. District Judge Callie Granade struck down Alabama's gay marriage ban. The federal judge said the state ban goes against the U.S. Constitution. The Constitution lists laws that govern the whole country. Granade ordered that the state ban on gay marriage be removed.",The critics of gay marriage reacted to Granade's order by saying that the federal judge's decision did not address the issue of the state's ban on gay marriage. They argued that the state should have been given the chance to correct its laws before the federal court could step in. They also criticized the judge for not considering the possibility of a nationwide referendum to determine public opinion on the issue.,Annotator3,6-16,cohesive,Level_3,Batch6_Annotations.csv,
"The sisters were surprised when Pinto told them that their brother Benito might also be able to apply for deferred action. They thought his lack of an education would limit him. By mid-May, the sisters were well on their way to work permits and driver's licenses. And his wife, Maria, was inspired to get her GED. The general educational development (GED) is equal to a high school diploma.", Students,Annotator3,6-17,incohesive,,Batch6_Annotations.csv,
"Shortly before the ceremony, Putin gave a heated speech. He blamed Ukraine's new leaders for the takeover. He called them names -- ""nationalists, Russophobes and anti-Semites."" A Ukrainian nationalist is a patriot. A Russophobe is anti-Russian.", Someone who is anti-Semite,Annotator3,6-18,incohesive,,Batch6_Annotations.csv,
"But saving reefs isn't only about conservation. It's also about jobs and money. ""Without reefs, you don't have fish,"" said businessman Jeff Torode. ""Without fish, you don't have divers."" And ""you don't have snorkelers.""", Snorkelers depend on reefs for their livelihood,Annotator3,6-19,incohesive,,Batch6_Annotations.csv,
"The space she lives in is too small, they say. They also think it is wrong to force her to perform in shows. The government is still not sure if releasing captive whales is a good idea. It worries about the spread of disease. It also worries that newly released orcas will not be able to find food on their own."," Yes, the concerns are valid",Annotator3,6-20,cohesive,Level_1,Batch6_Annotations.csv,
Others use the tags to track turtles and marine mammals that spend time in the sun. Marine mammals are warm-blooded creatures that live in the sea. The overall success of solar tags is not yet know. That's because solar tags have not been around for very long. But so far scientists have not run into serious problems.,The manufacturers of solar tags say that the overall success of solar tags is still uncertain. ,Annotator3,6-21,incohesive,,Batch6_Annotations.csv,
"The violence is hurtful to the teen's family and to his memory, the governor said. The protests are also unfair to community members. They want ""to feel safe in their own homes,"" Nixon said. On Sunday, U.S. Attorney General Eric Holder ordered that doctors look at Brown's body. Holder is in charge of the federal government's Justice Department.", To determine whether Brown's death was an accident or a criminal act,Annotator3,6-22,incohesive,,Batch6_Annotations.csv,
"It hopes to become the most important encyclopedia again. An encyclopedia has information about many different things. It includes articles on topics like animals, science, countries and famous people. Salesmen used to go to houses and knock on doors selling Encyclopaedia Britannica. A set could include 32 books.",32 books cost 120.00 dollars.,Annotator3,6-23,incohesive,,Batch6_Annotations.csv,
"Because of the Chettri sisters, women guides are normal, said Shailee Basnet. Basnet led a Nepali women's team up Everest. At first, few women wanted to become guides. They didn't want to leave their homes for many days. ""Some thought it was against our culture,"" said Nicky, the youngest sister.", Dickie is the youngest sister of the Chettri sisters,Annotator3,6-24,incohesive,,Batch6_Annotations.csv,
Steele is a scuba diver who has scooped up the animals from the seafloor since the 1970s. He sells the urchins to sushi restaurants. Steele heard about the sea getting more acidic. He saw right away what it could mean for his business and the ocean he loves. So Steele told Hofmann about the urchins., They decided to stop selling urchins to sushi restaurants,Annotator3,6-25,cohesive,Level_2,Batch6_Annotations.csv,
Scientists found that bacteria moved slowly from floors to food. But it depends what kind of floor it is. Bacteria were more likely to move from tile floors to food. Bacteria were less likely to move from carpets to food. Other scientists also tested food from the floor., It may have bacteria that have moved from other floors,Annotator3,6-26,cohesive,Level_1,Batch6_Annotations.csv,
"But the Birmingham, Ala., student dreamed of going to a college anyhow. He loved to think of new ideas that would help businesses. He also hoped to start his own business. College would help him learn to do those things better. He wanted to go to school somewhere near New York City.", New York City is the most populous city in the United States,Annotator3,6-27,cohesive,Level_1,Batch6_Annotations.csv,
He was talking about the spying programs. People started looking at two NSA programs after Edward Snowden told reporters about what the agency was doing. He used to do work for the NSA. The programs had been secret. A secret court said collecting cellphone records was allowed., The court had no knowledge of the court case,Annotator3,6-28,incohesive,,Batch6_Annotations.csv,
"They are there,"" said former high school principal Beverly Hutton. A new government study supports her claim. It found that black students were more than three times as likely as whites to be kicked out or suspended. And what about cases where the police were called? More than half the time the students were black or Hispanic."," Yes, she has additional evidence",Annotator3,6-29,incohesive,,Batch6_Annotations.csv,
"Among them, 59 had a brother or sister with autism. That group was at high risk of being autistic themselves. And 51 babies who had no close relatives with autism were in the other group. They were thought to have a lower risk of having autism. That group was used as a control.", To compare the outcome of the experimental group to the control group,Annotator3,6-30,incohesive,,Batch6_Annotations.csv,
"Hotel reservations have been made. But there is one problem: gold. In India, gold is worn at weddings. But it is far more than just a nice thing to wear. It shows a person's importance.", Gold is a valuable asset,Annotator3,6-31,cohesive,Level_2,Batch6_Annotations.csv,
" Gay people can serve on federal juries. A court in San Francisco became the first in the country to decide this Tuesday. Until now, gay people could be kept off some juries just because they were gay. A gay person is attracted to a person of his or her own sex. The decision by the three judges on the court was unanimous.", All three judges agreed with each other on the ruling,Annotator3,6-32,cohesive,Level_1,Batch6_Annotations.csv,
"They would also be endangered by government prohibition. The slippery slope of a possible ban doesn't stop at the state level. The Fantasy Sports Trade Association was recently warned that popular sports fantasy leagues could be banned by this legislation as well. Fantasy sports teams are created by choosing your favorite players from a sport like baseball and creating a made-up ""team."" Fantasy football is very popular."," Fantasy sports teams are created by choosing your favorite players from a sport like baseball and creating a made-up ""team",Annotator3,6-33,incohesive,,Batch6_Annotations.csv,
The reason why is complicated. They said its genes were too much like the genes of other giraffes. All plants and animals have genes. They play a big part in what animals and plants look and act like. Genes are passed down from parents., Genes are passed down from parents to children,Annotator3,6-34,incohesive,,Batch6_Annotations.csv,
"New Haven used to have factories where people worked. They did not need special skills or a college education to work there. Those factories are gone now. New companies have come that need skilled workers with more education. New Haven youth want those jobs, but they do not have the education or the skills.", People do not see the importance of learning,Annotator3,6-35,incohesive,,Batch6_Annotations.csv,
"It rocked with the sound of the college band. And the school's Viking mascot high-fived his way across the room. These fifth-graders are at an important turning point. How they see see themselves "" as smart or stupid "" may decide if they go to college. Western University wants to convince them that college is in their future.",It allows students to explore their interests and develop their passions.,Annotator3,6-36,cohesive,Level_2,Batch6_Annotations.csv,
"For example, they show how much sugar has been added. And they are based on new, mostly larger serving sizes. These reflect how people really eat. The changes are meant to help in the fight against some serious health problems. Among these are obesity.", Obesity is a condition where the body fat increases beyond an ideal level,Annotator3,6-37,cohesive,Level_2,Batch6_Annotations.csv,
"However, people often drink 12-ounce cans or even larger bottles. The new serving size for soda will have to be at least 12 ounces. There will be an increase for some other products, such as ice cream. ""The serving sizes for many foods are a joke now,"" said Jacobson. Look at ""the half-cup of ice cream"" or ""2-ounce muffins and bagels.""",They are considered too small by the average person.,Annotator3,6-38,cohesive,Level_2,Batch6_Annotations.csv,
"There will be an increase for some other products, such as ice cream. ""The serving sizes for many foods are a joke now,"" said Jacobson. Look at ""the half-cup of ice cream"" or ""2-ounce muffins and bagels."" Few people eat that little at one time. Some packaged foods and drinks are usually finished all at once.", Sizes of serving will be smaller,Annotator3,6-39,incohesive,,Batch6_Annotations.csv,
"The tornado destroyed two elementary schools, both with students inside. Rescue crews swarmed into the ruins at Plaza Towers Elementary School. There were 75 students and staff in the building when the storm struck. Helicopters were banned from flying over the school, CNN reported. Rescuers feared engine noise would make it hard to hear cries for help.", They used flashlights to search the upper floors,Annotator3,6-40,cohesive,Level_2,Batch6_Annotations.csv,
"Looking like another species works just fine for them. While they avoid getting eaten, the male and the masculine-colored female are still at risk. For a long time, biologists have studied how animals try to look like other animals. It teaches them a lot about natural selection. Natural selection is sometimes called ""survival of the fittest.""", The animal's strongest physical traits make it survive and reproduce,Annotator3,6-41,cohesive,Level_2,Batch6_Annotations.csv,
"It also spreads over two continents. One half of Istanbul lies in Europe, while the other half sits in Asia. The city is connected by bridges across one of the busiest waterways on the planet, the Bosporus Strait. Istanbul is an important city for trade. Turkey is also one of the United States' closest friends in the region.", Turkey is an important city for trade,Annotator3,6-42,incohesive,,Batch6_Annotations.csv,
"It should be able to locate the plane's black box in waters up to 20,000 feet deep. A black box record pilots' conversations. It also records information about the flight such as how fast it was flying. The search team is in a race against time. The black box's battery will last only 30 to 45 days.", The black box will stop recording,Annotator3,6-43,incohesive,,Batch6_Annotations.csv,
"To reward his children, his father would bring books home. Usually, they were used books that cost just 5 cents. Billington is 85 years old. Even so, he does not plan to stop working anytime soon. He hopes to keep making it easier for people to use the library's huge collection.", He feels it's a good idea,Annotator3,6-44,cohesive,Level_2,Batch6_Annotations.csv,
" A panther in a cage was put on the ground in the middle of the forest. Reporters and photographers watched. The big cat crept out of the cage. He looked around, and then ran off down a dirt road. The panther disappeared into the forest.",The panther went away because he was scared.,Annotator3,6-45,cohesive,Level_1,Batch6_Annotations.csv,
They were 13 and 17 at the time. The Giron brothers left Honduras in February 2013. They traveled in a car with a guide and five other teens ages 13 to 16. It took the group 11 days to travel from Honduras to the United States. They traveled all the way north through Mexico until they reached the Rio Grande River., It is the border between the U,Annotator3,6-46,incohesive,,Batch6_Annotations.csv,
"And this country has a lot of feral cats: about 50 million. Some people, though, say TNR is mean. Life on the streets is hard for cats, they say. Homeless cats are often killed by animals or cruel humans. The cats shouldn't be put back on the streets, they say.", People can trap cats,Annotator3,6-47,incohesive,,Batch6_Annotations.csv,
"That the killings happened around these celebrations makes it ""all the more painful,"" Obama said. Police have arrested Frazier Glenn Miller, 73. He's believed to be the shooter. Civil rights groups say Miller has ties to the Ku Klux Klan. The Klan is a hate group.", The Ku Klux Klan is a hate group that was founded in the United States in the late 19th century,Annotator3,6-48,incohesive,,Batch6_Annotations.csv,
"Deflategate has gotten a lot of attention. Some people are talking about it even more than they are talking about Sunday's Super Bowl game. Belichick complained that trying to explain what happened has taken up a lot of time. Instead of preparing for the Super Bowl, he has had to answer questions about the deflated footballs. The NFL is looking into the matter.", Yes,Annotator3,6-49,incohesive,,Batch6_Annotations.csv,
"Dogs worked closely with humans over thousands of years. They were trained to obey. Over time, they became very good at ""reading"" what humans are thinking and feeling. They pick up signals from our voices, and from the way we move our bodies, hands, and eyes. Cats, on the other hand, pretty much developed on their own.", Cats are less likely to get along with dogs,Annotator3,6-50,incohesive,,Batch6_Annotations.csv,
"She said she would give a written report later, according to the Associated Press. Military lawyers said that Manning is a ""traitor"" for sending the secret papers to WikiLeaks. The Web site tries to stop governments and others from keeping secrets. Some of the information wound up in the hands of terrorists, the military said. Manning worked in intelligence in Iraq in 2009 and 2010.",It allowed the U.S. to have information about enemy operations. But the U.S. government later decided to punish Manning for his actions.,Annotator3,6-51,cohesive,Level_3,Batch6_Annotations.csv,
"Capitol was the fifth-largest, but it moved up to second place after Barnett took over. Barnett made big changes at Capitol Records. He picked different artists. He signed two of the biggest acts of last year, Sam Smith and 5 Seconds of Summer. Record companies have to sign contracts with musicians and artists to record their albums.", They sign contracts with musicians and artists to record their albums,Annotator3,6-52,incohesive,,Batch6_Annotations.csv,
"Canceling the meeting, called a summit, could make it worse. They don't agree about the civil war in Syria. Russia also decided to stop U.S. citizens from adopting Russian children. The United States is upset with Russia because of possible human rights violations. Obama also has criticized a new law in Russia that is called unfair to gays and lesbians.","Russia's government has rejected the criticism, calling it unfair.",Annotator3,6-53,cohesive,Level_2,Batch6_Annotations.csv,
"They say farming makes global warming even worse. They believe people should eat food that comes from plants. The scientists, though, say these new animals will feed the world. The government is spending millions of dollars on their studies. In about 35 years, there may be as many as 9 billion people on Earth.", The population will increase by 9 billion,Annotator3,6-54,incohesive,,Batch6_Annotations.csv,
"When she was 11, she snuck into the United States. She knew that at anytime she could be sent back to Honduras. Now, she doesn't have to look over her shoulder all the time. The government is letting some people who came here illegally before age 16 stay, at least for the time being. Navarro still cannot start the process to become a citizen.", It has allowed Navarro to stay in the United States without fear of deportation,Annotator3,6-55,incohesive,,Batch6_Annotations.csv,
"To do nothing would mean the world is going back on its word, he explained. ""What are you going to do about it?"" Obama asked about the innocent people who were poisoned. But not many countries support Obama's plan to fire missiles at Syria. At least not yet.", Countries are hesitant to interfere in other nations' internal affairs,Annotator3,6-56,cohesive,Level_3,Batch6_Annotations.csv,
"I think this is definitely a risk, he said. The agreement is a remarkable event in Syria's civil war. More than 100,000 people from both sides have been killed during the war. A total of 6.5 million people have been forced from their homes in the past 30 months. There also seemed to be no way the United States and Russia could agree about how the conflict should be resolved.",The United States and Russia to agree on how to resolve the conflict in Syria.,Annotator3,6-57,incohesive,,Batch6_Annotations.csv,
"Then there was another shooting at a school in Newtown, Conn. Twenty-six people were killed. The new Colorado laws said that guns should only hold 15 bullets at once. People who want to buy guns would also have to have a background check. Some gun owners and their supporters said that their opinions were ignored when the laws were made. Morse said he would continue to fight for gun control.","Morse thinks that people's opinions should be considered when making new gun laws. He believes that everyone should have the same rights to bear arms, but he would continue to fight for gun control. }",Annotator3,6-58,incohesive,,Batch6_Annotations.csv,
"This one didn't. ""It wouldn't fluke up,"" said Nancy Black, an ocean scientist. She was on board the Point Sur that day. Black was speaking of the tail flip that humpbacks perform before diving to feed. She also noticed several buoys were trailing behind it.", buoys are small floating devices used to mark the bed of a river or channel,Annotator3,6-59,cohesive,Level_2,Batch6_Annotations.csv,
Kyle and Scott want to help their friend get back to California. They also want to stay in touch with Rodrigo. They thought that a video game called Minecraft would help them do that. Rodrigo and his classmates used to play Minecraft at each other's houses. Players have to work together to build things., Players have to work together to build things,Annotator3,6-60,incohesive,,Batch6_Annotations.csv,
